recipient_id,recipient_name,recipient_email,campaign_id,campaign_name,campaign_type,send_date,opened_date,clicked_date,bounced,transaction_id,transaction_date,transaction_amount
100114,Jordan Taylor,jordan.taylor+100114@example.com,3,Offers tailored just for you,promo,2026-08-26,2026-08-28,2026-08-29,true,,,
100115,Casey Larsson,casey.larsson+100115@example.com,1,Welcome to the club,welcome,2025-08-28,2025-08-31,,False,500115.0,2025-10-04,105.69
100116,Sam Wilson,sam.wilson+100116@example.com,2,You almost completed your order,abandoned cart,2025-06-05,2025-06-05,,False,,,
100117,Jamie Svensson,jamie.svensson+100117@example.com,4,Thanks for choosing us,transactional,2026-09-19,,,False,,,
100118,Parker Johansson,parker.johansson+100118@example.com,2,You almost completed your order,abandoned cart,2026-08-09,,,False,,,
ABC,Quinn Lewis,quinn.lewis+100119@example.com,3,Offers tailored just for you,promo,2025-03-12,2025-03-12,,False,,,
100120,Cameron Brown,cameron.brown+100120@example.com,3,Offers tailored just for you,promo,2025-03-26,2025-03-28,,False,500120.0,2025-02-28,10.58
100121,Parker Hansen,parker.hansen+100121@example.com,4,Thanks for choosing us,transactional,2025-04-01,,,False,500121.0,2025-06-03,49.99sek
100122,Morgan Larsson,morgan.larsson+100122@example.com,2,You almost completed your order,abandoned cart,2026-11-21,2026-11-23,,False,,,
100123,Dakota Wilson,dakota.wilson+100123@example.com,5,,newsletter,2026-07-31,,,False,,,
100124,Reese Wilson,reese.wilson+100124@example.com,3,Offers tailored just for you,promo,2025-01-26,2025-01-28,,False,,,
100125,Morgan Smith,morgan.smith+100125@example.com,5,Our monthly newsletter,newsletter,2026-12-02,2026-12-04,2026-12-04,False,,,
100126,Parker Johansson,parker.johansson+100126@example.com,2,You almost completed your order,abandoned cart,2026-05-14,,,False,500126.0,2026-06-25,46.89
100127,Avery Nilsson,avery.nilsson+100127@example.com,5,Our monthly newsletter,newsletter,2025-06-09,,,False,500127.0,2025-07-06,37.92
100128,Avery Müller,avery.müller+100128@example.com,2,You almost completed your order,abandoned cart,2026-09-05,2026-09-06,,1,500128.0,2026-09-27,47.02
100129,Morgan Andersson,morgan.andersson+100129@example.com,2,You almost completed your order,abandoned cart,2025-01-12,,,False,,,
100130,Alex Karlsson,alex.karlsson+100130@example.com,3,Offers tailored just for you,promo,2025-02-10,2025-02-11,,False,500130.0,2025-03-28,14.98
100131,Charlie Larsson,charlie.larsson+100131@example.com,4,Thanks for choosing us,transactional,2026-01-27,2026-01-30,2026-02-01,False,,,
100132,Jordan Taylor,jordan.taylor+100132@example.com,4,Thanks for choosing us,transactional,2025-11-28,,2025-11-28,False,500132.0,2025-12-16,39.61
100133,Taylor Nilsson,taylor.nilsson+100133@example.com,3,Offers tailored just for you,promo,2026-04-30,2026-05-02,,False,,,
100134,Drew Martin,drew.martin+100134@example.com,5,Our monthly newsletter,newsletter,2026-04-16,,,False,500134.0,2026-07-08,54.4
100135,Dakota Eriksson,dakota.eriksson+100135@,4,Thanks for choosing us,transactional,2025-12-17,2025-12-20,,False,,,
100136,Sam Wilson,sam.wilson+100136@example.com,3,Offers tailored just for you,promo,2026-06-01,,,False,,,
100137,Reese Johansson,reese.johansson+100137@example.com,1,Welcome to the club,welcome,2026-10-09,2026-10-11,,False,500137.0,2026-12-23,100.77
100138,Dakota Lewis,dakota.lewis+100138@example.com,3,Offers tailored just for you,promo,2026-06-05,2026-06-07,,False,,,
100139,Drew Hansen,drew.hansen+100139@example.com,3,Offers tailored just for you,promo,2025-03-22,2025-03-25,2025-03-25,False,500139.0,2025-06-01,33.61
100140,Robin Larsson,robin.larsson+100140@example.com,3,Offers tailored just for you,promo,2026-03-22,2026-03-23,,False,,,
100141,Cameron Andersson,cameron.andersson+100141@example.com,2,You almost completed your order,abandoned cart,2025-08-01,2025-08-03,2025-08-03,true,,,
100142,Emerson Brown,emerson.brown+100142@example.com,1,Welcome to the club,welcome,2025-04-21,,,False,500142.0,2025-06-27,28.66
100143,Riley Brown,riley.brown+100143@example.com,4,Thanks for choosing us,transactional,2025-12-19,2025-12-21,,False,500143.0,2025-12-29,33.92
100144,Jordan Nilsson,jordan.nilsson+100144@example.com,2,You almost completed your order,abandoned cart,2026-08-09,2026-08-11,,False,500144.0,2026-10-25,73.96
100145,Parker Wilson,parker.wilson+100145@example.com,3,Offers tailored just for you,promo,2025-06-17,2025-06-19,2025-06-21,False,,,
100146,Reese Clark,reese.clark+100146@example.com,3,Offers tailored just for you,promo,2025-02-05,,,False,500146.0,2025-03-03,53.56
100147,Drew Eriksson,drew.eriksson+100147@example.com,2,You almost completed your order,abandoned cart,2026-08-17,2026-08-17,,False,500147.0,2026-09-02,33.4
100148,Quinn Lewis,quinn.lewis+100148@example.com,2,You almost completed your order,abandoned cart,2026-01-24,2026-01-26,2026-01-26,False,500148.0,2026-03-23,0
100149,Taylor Müller,taylor.müller+100149@example.com,5,Our monthly newsletter,newsletter,2025-11-30,2025-12-02,2025-12-03,False,500149.0,2026-01-10,47.15
100150,Jamie Martin,jamie.martin+100150@example.com,3,Offers tailored just for you,promo,2025-03-10,2025-03-12,,False,500150.0,2025-04-29,76.15
100151,Drew Müller,drew.müller+100151@example.com,2,You almost completed your order,abandoned cart,2025-09-16,2025-09-17,,False,500151.0,2025-10-30,30.38
100152,Robin Nilsson,robin.nilsson+100152@example.com,2,You almost completed your order,abandoned cart,2025-03-21,2025-03-22,,False,,,
100153,Jamie Taylor,jamie.taylor+100153@example.com,4,Thanks for choosing us,transactional,2026-08-09,2026-08-11,,False,,,
100154,Casey Martin,casey.martin+100154@example.com,1,Welcome to the club,welcome,2025-12-31,2026-01-01,,False,500154.0,2026-01-09,37.33
100155,Drew Martin,drew.martin+100155@example.com,4,Thanks for choosing us,transactional,2025-01-30,,,True,,,
100156,Taylor Johansson,taylor.johansson+100156@example.com,5,Our monthly newsletter,newsletter,2026-04-07,2026-04-07,,False,,,
100157,Riley Müller,riley.müller+100157@example.com,5,Our monthly newsletter,newsletter,2026-01-05,,,False,500157.0,2026-02-17,36.03
100158,Taylor Clark,taylor.clark+100158@example.com,2,You almost completed your order,abandoned cart,2025-01-31,2025-02-02,,False,,,
100159,Robin Smith,robin.smith+100159@example,3,Offers tailored just for you,promo,2025-10-28,2025-10-29,,False,,,
100160,Taylor Müller,taylor.müller+100160@example.com,1,Welcome to the club,welcome,2026-03-10,2026-03-11,2026-03-12,False,,,
100161,Robin Hansen,robin.hansen+100161@example.com,4,Thanks for choosing us,transactional,2025-04-11,,,False,500161.0,2025-05-29,0
100162,Sam Nilsson,sam.nilsson+100162@example.com,5,Our monthly newsletter,newsletter,2025-03-14,2025-03-16,2025-03-17,False,500162.0,2025-04-10,52.61
-1,Sam Taylor,sam.taylor+100163@example.com,2,You almost completed your order,abandoned cart,2025-06-25,2025-06-27,,False,500163.0,2025-09-02,51.6
100164,Charlie Berg,charlie.berg+100164@example.com,3,Offers tailored just for you,promo,2026-11-12,2026-11-14,2026-11-15,False,500264.0,,
100165,Finley Karlsson,finley.karlsson+100165@example.com,4,Thanks for choosing us,transactional,2025-02-03,2025-02-05,,False,,,
100166,Parker Lindberg,parker.lindberg+100166@example.com,5,Our monthly newsletter,newsletter,2025-07-05,,,False,500166.0,2025-07-29,44.83
100167,Robin Martin,robin.martin+100167@example.com,4,Thanks for choosing us,transactional,2026-08-21,2026-08-24,,False,,,
100168,Finley Nilsson,finley.nilsson+100168@example.com,3,Offers tailored just for you,promo,2025-02-10,,,False,500168.0,2025-02-23,39.29
100169,Charlie Larsson,charlie.larsson+100169@example.com,3,Offers tailored just for you,promo,2025-03-07,2025-03-10,2025-03-11,False,500169.0,2025-04-04,20.52
100170,Parker Smith,parker.smith+100170@example.com,1,Welcome to the club,welcome,2025-11-19,,,True,500170.0,2025-12-19,35.47
100171,Quinn Johansson,quinn.johansson+100171@example.com,3,Welcome to the club,promo,2025-06-24,,,True,,,
100172,Sam Nilsson,sam.nilsson+100172@example.com,2,You almost completed your order,abandoned cart,2025-01-30,,,False,,,
100173,Casey Taylor,casey.taylor+100173@example.com,4,Thanks for choosing us,transactional,2026-04-23,,,True,500173.0,2026-05-25,37.02
100174,Riley Nilsson,riley.nilsson+100174@example.com,5,Our monthly newsletter,newsletter,2026-07-19,2026-07-21,2026-07-21,False,500174.0,2026-09-10,28.75
100175,Finley Martin,finley.martin+100175@example.com,1,Welcome to the club,welcome,2025-03-28,2025-03-28,,False,500175.0,2025-04-15,40.91
100176,Drew Wilson,drew.wilson+100176@example.com,1,Welcome to the club,welcome,2026-04-23,2026-04-24,,False,500176.0,2026-06-08,55.83
100177,Taylor Clark,taylor.clark+100177@example.com,5,Our monthly newsletter,newsletter,2026-01-30,2026-01-30,,False,500177.0,2026-04-21,126.14
100178,Quinn Smith,quinn.smith+100178@example.com,3,Offers tailored just for you,promo,2026-08-04,,,True,,,
100179,Robin Lindberg,robin.lindberg+100179example.com,1,Welcome to the club,welcome,2026-08-23,,,False,500179.0,2026-10-07,49.21
100180,Dakota Müller,dakota.müller+100180@example.com,2,You almost completed your order,abandoned cart,2026-10-07,2026-10-10,,False,,,
100181,Taylor Martin,taylor.martin+100181@example.com,1,Welcome to the club,welcome,2025-08-16,,,False,,,
100182,Sam Hansen,sam.hansen+100182@example.com,5,Our monthly newsletter,newsletter,2025-11-06,2025-11-07,2025-11-09,1,500182.0,2025-12-21,51.5
100183,,jordan.müller+100183@example.com,3,Offers tailored just for you,promo,2025-04-07,2025-04-09,,False,,,
100184,Quinn Müller,quinn.müller+100184@example.com,2,You almost completed your order,abandoned cart,2026-01-21,2026-01-24,2026-01-24,False,,,
100185,Taylor Wilson,taylor.wilson+100185@example.com,5,Our monthly newsletter,newsletter,2026-10-01,2026-10-02,2026-10-04,False,500185.0,2026-11-27,42.91
100186,Finley Wilson,finley.wilson+100186@example.com,2,You almost completed your order,abandoned cart,2026-06-20,2026-06-22,,False,500186.0,2026-09-09,15.56
100187,Jordan Johansson,jordan.johansson+100187@example.com,4,Thanks for choosing us,transactional,2025-10-10,,,False,500187.0,2025-10-13,44.05
100188,Casey Martin,casey.martin+100188@example.com,1,Welcome to the club,welcome,2025-04-09,,,False,500188.0,2025-05-28,46.21
100189,Emerson Berg,emerson.berg+100189@example.com,5,Our monthly newsletter,newsletter,2025-04-30,,,False,500189.0,2025-05-09,173.26
100190,Emerson Nilsson,emerson.nilsson+100190@example.com,5,Our monthly newsletter,newsletter,2025-10-13,2025-10-14,,False,500190.0,2025-11-05,40.21
100191,Reese Clark,reese.clark+100191@example.com,4,Thanks for choosing us,transactional,2026-12-11,2026-12-13,,False,500191.0,2027-02-27,52.77
100192,Drew Taylor,drew.taylor+100192@example.com,2,,abandoned cart,2025-04-06,2025-04-07,,False,500192.0,2025-04-17,43.86
100193,Sam Smith,sam.smith+100193@example.com,1,Welcome to the club,welcome,2026-03-04,,,False,,,
100194,Jamie Smith,jamie.smith+100194@example.com,5,Our monthly newsletter,newsletter,2025-06-24,2025-06-24,2025-06-26,False,500194.0,2025-09-02,23.51
100195,Emerson Smith,emerson.smith+100195@example.com,4,Thanks for choosing us,transactional,2026-09-17,2026-09-17,2026-09-18,False,,,
100196,Reese Clark,reese.clark+100196@example.com,4,Thanks for choosing us,transactional,2026-08-21,2026-08-22,,False,,,
100197,,parker.martin+100197@example.com,5,Our monthly newsletter,newsletter,2025-09-25,,,False,500197.0,2025-12-09,83.81
100198,Jamie Nilsson,jamie.nilsson+100198@example.com,4,Thanks for choosing us,transactional,2026-01-26,2026-01-27,,False,500198.0,2026-02-15,67.6
100199,Sam Lindberg,sam.lindberg+100199@example.com,3,Offers tailored just for you,promo,2026-02-08,,,False,500199.0,2026-04-30,69.07
